chr	start	end	mean_meth_FB	mean_cov_FB	nCpG_FB	name	mean_meth_WB	mean_cov_WB	nCpG_WB	delta	direction	overlapping_gene_NCBI_ID	overlapping_gene_NCBI_symbol	gene description
NC_133189.1	1061047	1061469	0.809309285	12.16731368	154	cgi6297	0.640819037	46.39473685	76	0.168490248	Hyper in FB	100329340	slc34a1a	solute carrier family 34 member 1a
NC_133191.1	613468	613913	0.122593065	11.725	240	cgi7155	0.289856681	48.86888587	71	-0.167263616	Hypo in FB	394032	irx2a	iroquois homeobox 2a
NC_133185.1	25884837	25885050	0.637147948	20.42156863	102	cgi4850	0.803584834	90.6875	32	-0.166436886	Hypo in FB	100006496	pcdh1a	protocadherin 1a
NC_133191.1	10878403	10878647	0.504896015	13.35064935	131	cgi7234	0.668882903	121.0473485	72	-0.163986888	Hypo in FB	560816	si:ch73-22o12.1	si:ch73-22o12.1
NC_133176.1	57438236	57438439	0.528956087	15.8627451	102	cgi420	0.365407858	95.85000001	60	0.163548228	Hyper in FB	101883094	ccsapa	"centriole, cilia and spindle-associated protein a"
NC_133182.1	1212483	1213223	0.617228255	13.31717866	331	cgi3136	0.453976829	72.93940569	178	0.163251425	Hyper in FB	100333928;101886622;110439911	alpk1;si:cabz01076231.1;LOC110439911	alpha-kinase 1;si:cabz01076231.1;uncharacterized LOC110439911
NC_133178.1	22691354	22691653	0.156806337	12.48888889	135	cgi1359	0.318974095	64.84210527	76	-0.162167757	Hypo in FB	137490576	LOC137490576	uncharacterized LOC137490576
NC_133177.1	60074168	60074444	0.899815441	11.88369565	108	cgi1028	0.738627294	113.5333333	60	0.161188147	Hyper in FB	556955	arhgap45a	Rho GTPase activating protein 45a
NC_133180.1	78221304	78221532	0.577443897	10.42597403	108	cgi2529	0.73862136	76.9	80	-0.161177463	Hypo in FB	no_gene	no_gene	no_gene
NC_133184.1	50535978	50536202	0.787412024	15.43055556	144	cgi4494	0.948467717	98	36	-0.161055693	Hypo in FB	378440	rdh1	retinol dehydrogenase 1
NC_133190.1	38268073	38268417	0.148165552	16.11616162	198	cgi6969	0.308812942	73.83333334	108	-0.16064739	Hypo in FB	497407	mecom	MDS1 and EVI1 complex locus
NC_133192.1	58574210	58574589	0.441894891	15.57394636	179	cgi7961	0.602073193	27.40029987	53	-0.160178302	Hypo in FB	no_gene	no_gene	no_gene
NC_133194.1	2602380	2602598	0.045956143	12.51724138	174	cgi8540	0.205221591	57.81477733	58	-0.159265448	Hypo in FB	no_gene	no_gene	no_gene
NC_133193.1	54062181	54062447	0.655944494	25.68333333	120	cgi8346	0.497126301	61.75	40	0.158818192	Hyper in FB	260303	reln	reelin
NC_133176.1	56508188	56508390	0.560808774	16.08333333	108	cgi399	0.718843194	80.30000001	54	-0.158034421	Hypo in FB	560006	inpp4b	inositol polyphosphate-4-phosphatase type II B
NC_133176.1	55283749	55284085	0.493466336	12.98816288	197	cgi387	0.335634104	107	40	0.157832231	Hyper in FB	103909284	nfixa	nuclear factor I/Xa
NC_133181.1	1403985	1404389	0.498467703	16.67567568	222	cgi2733	0.34223355	104.425	80	0.156234153	Hyper in FB	564934	zeb2b	zinc finger E-box binding homeobox 2b
NC_133181.1	1500170	1500401	0.285928198	17.84210526	114	cgi2735	0.441004995	41.20170455	35	-0.155076798	Hypo in FB	141386154	LOC141386154	uncharacterized LOC141386154
NC_133187.1	51690221	51690734	0.939326247	20.65384616	234	cgi5822	0.785218254	14.29166667	35	0.154107993	Hyper in FB	108191765	LOC108191765	cadherin-related family member 1a
NC_133191.1	20832831	20833070	0.370416376	16.66666667	108	cgi7269	0.216593197	23.08333334	40	0.153823178	Hyper in FB	no_gene	no_gene	no_gene
NC_133181.1	188829	189070	0.931633581	20.99404762	168	cgi2691	0.781094276	12.725	22	0.150539305	Hyper in FB	100333252	cdkn2d	"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"
NC_133182.1	16152189	16152456	0.084254573	13.41666667	132	cgi3285	0.233804478	78.325	40	-0.149549905	No change	no_gene		
NC_133192.1	34310723	34311078	0.093454527	11.89583333	240	cgi7849	0.242850104	58.14379699	61	-0.149395577	No change	767647;141378616		
NC_133200.1	121132	121334	0.392741953	23.83333333	138	cgi10854	0.541955136	100.475	80	-0.149213182	No change	110438373		
NC_133177.1	47725805	47726065	0.789230198	14.92097998	136	cgi942	0.938344659	50.55	40	-0.149114461	No change	768198		
NC_133188.1	19454482	19456013	0.174195952	14.32666667	600	cgi5984	0.322772867	98.68157239	179	-0.148576915	No change	324913		
NC_133194.1	7619985	7620580	0.332752328	14.17674419	215	cgi8600	0.481079743	27.83096591	52	-0.148327415	No change	560933		
NC_133193.1	481138	481373	0.838684714	15.82539682	126	cgi8042	0.690696094	46.51785714	35	0.14798862	No change	562833		
NC_133182.1	35818607	35818903	0.170972896	16.72	150	cgi3443	0.318799603	13.25	36	-0.147826707	No change	573346		
NC_133177.1	61603090	61603437	0.752886627	16.60215054	186	cgi1051	0.605316433	64.80555556	36	0.147570194	No change	100151059		
NC_133195.1	1225733	1225973	0.941470546	14.06455863	137	cgi8892	0.794396134	64.75	40	0.147074412	No change	406794		
NC_133189.1	33858015	33858249	0.756182642	11.81041667	95	cgi6533	0.901866125	183.90625	32	-0.145683483	No change	563197;137490625		
NC_133194.1	23978534	23978769	0.502107169	16.28431372	102	cgi8689	0.646636172	104.75	32	-0.144529003	No change	no_gene		
NC_133197.1	10601742	10602119	0.358783866	11.04320988	162	cgi9912	0.503203635	19.5	20	-0.144419769	No change	245700		
NC_133192.1	59470537	59470846	0.845485867	14.05342742	191	cgi8003	0.701132957	23.61812145	110	0.14435291	No change	100334361;394079;100003661		
NC_133198.1	50081957	50082191	0.851923137	12.99902534	113	cgi10488	0.707863891	27.08333334	20	0.144059246	No change	403033		
NC_133195.1	50970007	50970221	0.062037114	11.26226551	131	cgi9209	0.205795555	105.5769231	46	-0.143758441	No change	566838		
NC_133194.1	9545680	9545890	0.117123613	19.48888889	90	cgi8617	0.260267857	13.125	20	-0.143144244	No change	393569		
NC_133194.1	1084940	1085190	0.329529075	14.35153257	179	cgi8506	0.186616286	68.75	44	0.142912789	No change	141378956		
NC_133197.1	40616650	40616871	0.647303388	16.40441177	101	cgi10123	0.504534414	74.08333334	36	0.142768975	No change	553690		
NC_133183.1	78660	80017	0.803697881	20.32996633	594	cgi3719	0.945998988	148.7613636	88	-0.142301107	No change	406849		
NC_133180.1	53267282	53267489	0.796925948	13.19716776	107	cgi2410	0.938758758	137.15625	32	-0.141832811	No change	no_gene		
NC_133177.1	24989562	24989901	0.194980307	23.18918919	222	cgi794	0.335899785	122.7419445	111	-0.140919478	No change	141378051		
NC_133190.1	37015093	37015363	0.421523909	13.05	118	cgi6962	0.280872059	136.7272727	44	0.14065185	No change	405819		
NC_133181.1	14577233	14577437	0.796257328	14.43137255	102	cgi2844	0.655771178	80.16666667	24	0.14048615	No change	407667		
NC_133188.1	60969	61183	0.709578874	22.12121212	132	cgi5835	0.569382331	108.75	36	0.140196543	No change	393615		
NC_133200.1	14960524	14960830	0.536343954	18.77777778	126	cgi11023	0.397384639	45.07800752	71	0.138959314	No change	445124		
NC_133194.1	13160326	13160857	0.800926851	15.975	240	cgi8644	0.662381504	90.45714285	34	0.138545347	No change	557995		
NC_133195.1	51019019	51019331	0.593969752	15.52666667	150	cgi9210	0.456423712	28.09375	32	0.13754604	No change	566838		
NC_133191.1	47320829	47321034	0.690099542	11.65	95	cgi7405	0.82755595	36.33333334	36	-0.137456408	No change	321932		
NC_133176.1	24735422	24735744	0.014554706	17.3045977	174	cgi232	0.151847144	51.13168269	70	-0.137292439	No change	141385568;560912		
NC_133187.1	21008183	21008485	0.691570717	10.27397583	175	cgi5604	0.554293977	71	62	0.13727674	No change	393307		
NC_133194.1	3416724	3417017	0.715596764	11.09271284	130	cgi8557	0.578712512	33.03461539	28	0.136884252	No change	777627;100034489		
NC_133194.1	51572971	51573564	0.752380938	28.49371069	318	cgi8854	0.615913187	103.48125	52	0.136467751	No change	393394		
NC_133187.1	33232367	33232731	0.625421001	11.63884998	156	cgi5658	0.761432896	19.75	32	-0.136011895	No change	567385		
NC_133198.1	2960695	2961113	0.606872018	17.0484127	205	cgi10172	0.471126843	85.70833333	43	0.135745175	No change	100037310;141380616		
NC_133191.1	26684593	26684840	0.752507629	10.8245614	114	cgi7296	0.616903278	64.96875	32	0.135604351	No change	100170824		
NC_133185.1	465673	466502	0.893948846	21.91812866	342	cgi4678	0.758396029	85.22307693	54	0.135552817	No change	570873;572476		
NC_133188.1	11128567	11128774	0.561244818	19.59803922	102	cgi5939	0.69609138	78.225	40	-0.134846562	No change	30672		
NC_133186.1	46367426	46367898	0.424769183	17.37254902	204	cgi5393	0.289941824	95.08823528	68	0.134827359	No change	569678;548610		
NC_133199.1	42730882	42731654	0.051194211	17.02380952	378	cgi10775	0.185922447	49.9	120	-0.134728235	No change	100330198		
NC_133197.1	3641753	3642010	0.808620843	13.86842105	114	cgi9835	0.942607098	65.11607143	43	-0.133986255	No change	140820		
NC_133180.1	53202115	53202365	0.756848294	11.02587719	119	cgi2408	0.89083216	16.4375	28	-0.133983866	No change	no_gene		
NC_133185.1	1343747	1344028	0.668368247	11.33400673	129	cgi4706	0.801813488	31.97727273	44	-0.133445241	No change	557316		
NC_133199.1	3698339	3698610	0.601840709	10.88163781	128	cgi10561	0.735168296	57.27777778	36	-0.133327587	No change	558075		
NC_133176.1	11355126	11355388	0.93182426	11.22402597	131	cgi149	0.798540196	61.26923077	52	0.133284064	No change	110439781;394023		
NC_133187.1	143509	143724	0.672270327	19	114	cgi5456	0.539108852	33.86011905	29	0.133161475	No change	no_gene		
NC_133192.1	10712865	10713119	0.762372391	13.56818182	132	cgi7671	0.894690562	35.92857143	28	-0.132318171	No change	570491		
NC_133191.1	29475580	29475804	0.096651825	18.08333333	108	cgi7301	0.228519292	68.90277778	33	-0.131867467	No change	141378199		
NC_133199.1	25467660	25467866	0.600282474	17.45833333	96	cgi10637	0.732057925	59.76923077	52	-0.131775451	No change	565609		
NC_133197.1	564369	564790	0.507521547	11.7995987	267	cgi9777	0.639226235	83.73994254	106	-0.131704688	No change	449996		
NC_133191.1	146053	146297	0.622930854	14.51798246	119	cgi7137	0.754544691	15.65	20	-0.131613837	No change	141378126		
NC_133195.1	52948444	52948703	0.441318223	11.54246032	124	cgi9227	0.570804252	15.15384616	45	-0.12948603	No change	101883460		
NC_133199.1	49619	49926	0.889713879	17.17948718	156	cgi10504	0.760434982	10.90625	25	0.129278897	No change	100329245		
NC_133198.1	39770354	39770692	0.811658301	14.52459402	153	cgi10375	0.682858821	67.36363637	44	0.12879948	No change	141380535;565015		
NC_133182.1	814162	814580	0.914902701	19.03703704	216	cgi3124	0.786170785	36.45833334	24	0.128731916	No change	560420;100333928		
NC_133179.1	11279916	11280384	0.882557845	11.92232552	222	cgi1799	0.754083462	105.4416667	45	0.128474383	No change	791563		
NC_133191.1	46498783	46498984	0.927545362	10.88909314	100	cgi7397	0.799258065	62.58333334	48	0.128287298	No change	556212		
NC_133176.1	56143439	56143750	0.681494172	12.10144928	143	cgi395	0.553333229	33.45	40	0.128160944	No change	100009659		
NC_133183.1	28022477	28023197	0.02822085	16.21468927	354	cgi3970	0.156375893	67.2662467	113	-0.128155043	No change	100008568		
NC_133176.1	58531548	58532142	0.770493224	10.16279855	322	cgi447	0.898547169	42.13636364	44	-0.128053945	No change	100534919		
NC_133199.1	5167147	5167635	0.028705853	17.96354167	192	cgi10571	0.156736189	74.21354168	54	-0.128030336	No change	100333455;767673		
NC_133199.1	35988202	35988441	0.862286071	11.64912281	114	cgi10709	0.734561011	85.575	40	0.127725061	No change	100151287		
NC_133197.1	3602099	3602334	0.684547971	11.93478261	142	cgi9833	0.557070813	89.95263158	82	0.127477158	No change	140820		
NC_133182.1	48900430	48900903	0.44350641	10.55593728	226	cgi3520	0.317385099	69.8046252	90	0.126121311	No change	no_gene		
NC_133199.1	14248233	14248587	0.402832181	11.91494253	149	cgi10604	0.276711392	121.25	37	0.126120789	No change	553305;792333		
NC_133185.1	11335306	11335531	0.90605811	18.02631579	114	cgi4813	0.780339862	22.25	20	0.125718248	No change	no_gene		
NC_133198.1	6730898	6731143	0.888580294	14.28787879	132	cgi10195	0.763608466	25	20	0.124971828	No change	333991;450079		
NC_133192.1	20144949	20145175	0.721679493	10.75925926	123	cgi7737	0.597154326	28.96666667	48	0.124525167	No change	101886857		
NC_133189.1	2443722	2444325	0.490170567	14.23643411	258	cgi6325	0.613665127	49.9375	82	-0.12349456	No change	554047;554048;554053;554054;554055;554056;554057;324865;554060;554063;554064		
NC_133198.1	20933055	20933290	0.210060592	10.83366271	137	cgi10241	0.332986354	21.66666667	24	-0.122925762	No change	553216		
NC_133183.1	64425317	64425556	0.874584618	26.31884058	138	cgi4197	0.752458259	74.50992064	35	0.12212636	No change	100319849		
NC_133181.1	6189791	6190490	0.758456674	13.73856209	306	cgi2786	0.880193391	10.54785862	62	-0.121736716	No change	no_gene		
NC_133191.1	874223	874806	0.055916586	18.72321429	336	cgi7165	0.177630199	81.77616746	104	-0.121713613	No change	100333765;403019		
NC_133194.1	43710356	43710846	0.570373704	12.30555556	216	cgi8768	0.691800209	61.56333333	90	-0.121426505	No change	560862		
NC_133177.1	63404957	63407145	0.516807553	21.56039936	1470	cgi1096	0.395989625	68.18472741	285	0.120817927	No change	327613		
NC_133190.1	51900683	51901025	0.64484746	18.76923077	156	cgi7129	0.765602045	13	21	-0.120754585	No change	664692		
NC_133189.1	458689	458897	0.518446941	18.06666667	120	cgi6271	0.639077176	97.23214286	56	-0.120630235	No change	no_gene		
NC_133187.1	47937141	47937405	0.61452567	11.30374396	159	cgi5757	0.494031217	37.44444445	66	0.120494453	No change	405878		
NC_133192.1	58266395	58267184	0.483091862	12.85	360	cgi7953	0.602788464	24.79742064	52	-0.119696602	No change	no_gene		
NC_133177.1	49617675	49618023	0.792572791	10.0952381	153	cgi953	0.912216994	100.3125	32	-0.119644204	No change	100333537		
NC_133190.1	6793488	6793739	0.852568994	15.42429194	106	cgi6816	0.972022765	137.4	20	-0.119453771	No change	403064;449818		
NC_133185.1	505360	505594	0.782343589	15.10416667	144	cgi4682	0.901557031	63.04545454	44	-0.119213442	No change	570873;326672		
NC_133186.1	34965	35169	0.044012945	31.31746032	126	cgi5062	0.163191202	32.36111111	36	-0.119178256	No change	569894		
NC_133186.1	12793805	12794047	0.800240428	13.75833333	120	cgi5189	0.918956044	11.71428572	21	-0.118715616	No change	no_gene		
NC_133187.1	36182126	36182585	0.448008151	12.73689516	158	cgi5680	0.329631727	34.86666667	36	0.118376424	No change	406596		
NC_133181.1	17050941	17051331	0.049050258	18.24193548	186	cgi2858	0.167258957	108.4138889	71	-0.118208699	No change	245948		
NC_133183.1	4835208	4835565	0.753207697	12.78333333	180	cgi3793	0.635212807	74.29166667	48	0.117994889	No change	393098		
NC_133192.1	38374066	38374301	0.670378018	11.17763158	114	cgi7871	0.78831572	131.4583334	24	-0.117937702	No change	492459		
NC_133183.1	15764079	15764415	0.835014825	15.38541667	212	cgi3874	0.952753543	90.84994172	66	-0.117738718	No change	100170811;436745		
NC_133197.1	175195	175691	0.14009987	23.06535948	306	cgi9737	0.257762365	56.13035714	118	-0.117662494	No change	405894		
NC_133177.1	142350	142950	0.698927244	23.14124294	354	cgi629	0.816427936	74.63065998	187	-0.117500692	No change	334311		
NC_133193.1	44594889	44595153	0.644029849	12.91205534	137	cgi8259	0.761369588	123.8055556	36	-0.117339739	No change	58023		
NC_133187.1	2618839	2619177	0.763843061	12.41027778	149	cgi5525	0.880857999	117.0729167	36	-0.117014938	No change	no_gene		
NC_133191.1	59322536	59322754	0.958356697	17.96031746	126	cgi7515	0.84164462	60.91071429	56	0.116712077	No change	321686		
NC_133183.1	25153799	25154034	0.352378704	12.71052632	114	cgi3947	0.468463134	15.32142857	20	-0.11608443	No change	555300;137496344		
NC_133196.1	50053545	50053788	0.696501832	22.21296296	108	cgi9721	0.5809171	151.5833333	24	0.115584731	No change	100000526		
NC_133200.1	40059748	40060037	0.724577268	15.70689655	174	cgi11233	0.839921652	11.30555556	36	-0.115344384	No change	793099		
NC_133181.1	2448320	2448573	0.871037143	13.12037037	108	cgi2743	0.755781084	58.9	20	0.11525606	No change	569107		
NC_133181.1	198843	199140	0.010459167	24.9702381	168	cgi2694	0.124993768	21.96017157	70	-0.114534602	No change	100333177		
NC_133192.1	191734	192006	0.820793642	22.71014493	138	cgi7564	0.931945145	65.96195652	83	-0.111151503	No change	569192;137488162		
NC_133177.1	24710927	24711511	0.580175427	13.63999132	251	cgi787	0.469134942	102.6212121	60	0.111040485	No change	553816		
NC_133181.1	55125976	55126207	0.940295026	10.39428571	99	cgi3011	0.83026455	11.8	30	0.110030476	No change	571143		
NC_133184.1	38682906	38683149	0.688338743	17.96296296	108	cgi4442	0.578341907	73.86363636	44	0.109996836	No change	30275		
NC_133192.1	129608	130962	0.234754675	34.20923678	874	cgi7551	0.344420881	47.62952976	389	-0.109666207	No change	606664		
NC_133193.1	19169964	19170212	0.456856746	17.40740741	108	cgi8168	0.347247504	20.78571429	28	0.109609242	No change	566696;101885646		
NC_133192.1	4403361	4403750	0.13329794	13.17261905	167	cgi7630	0.023731631	100.875	32	0.109566309	No change	569320		
NC_133188.1	321133	321723	0.741662088	16.64236111	288	cgi5850	0.632119241	30.0136218	53	0.109542847	No change	497398;323011		
NC_133178.1	65540386	65541047	0.959071055	14.3950438	250	cgi1589	0.849598081	66.76785714	56	0.109472974	No change	553806		
NC_133189.1	37286843	37287685	0.050409521	15.79761905	336	cgi6561	0.159780731	50.36363637	76	-0.10937121	No change	100537976;30529		
NC_133196.1	32924755	32925456	0.861782404	15.77625448	370	cgi9623	0.752752548	38.34302346	137	0.109029856	No change	141380016;100002393		
NC_133178.1	40339649	40339963	0.652766906	11.20433668	152	cgi1481	0.761143233	34.74603175	34	-0.108376327	No change	558391		
NC_133194.1	14185167	14185659	0.831939289	15.38888889	198	cgi8652	0.940259229	59.61111111	36	-0.10831994	No change	563393		
NC_133186.1	40114987	40115500	0.950072596	16.60378422	274	cgi5324	0.841985124	39.55555556	36	0.108087472	No change	550411		
NC_133198.1	25758848	25759080	0.602244557	11.19254386	107	cgi10260	0.710073744	44.8	20	-0.107829187	No change	569081		
NC_133183.1	1321155	1321427	0.788048029	16.75438597	118	cgi3758	0.895791224	130.59375	32	-0.107743195	No change	137496321;569695		
NC_133177.1	62504650	62505150	0.839026967	10.17819606	362	cgi1067	0.946229442	71.725	80	-0.107202475	No change	407981		
NC_133177.1	3153638	3153936	0.662572031	13.55333333	150	cgi679	0.555697552	65.446875	32	0.10687448	No change	570768		
NC_133179.1	26413078	26413349	0.875912877	17.37777778	125	cgi1891	0.981831603	39.91666667	34	-0.105918727	No change	556763		
NC_133187.1	174023	174290	0.815129413	23.65	120	cgi5465	0.920978511	69.63888889	36	-0.105849098	No change	no_gene		
NC_133187.1	9040805	9041433	0.022156986	12.62583542	341	cgi5569	0.127136263	61.7631579	148	-0.104979277	No change	30190		
NC_133188.1	11861821	11862163	0.604441693	13.9137931	174	cgi5949	0.499644692	21.875	20	0.104797001	No change	100003157		
NC_133197.1	1295195	1295425	0.903069866	12.57936508	107	cgi9816	0.798276985	130.0978261	86	0.104792881	No change	393570		
NC_133191.1	32207286	32207517	0.810857898	15.525	120	cgi7328	0.706638354	69.06944445	68	0.104219545	No change	30580		
NC_133183.1	61164397	61164601	0.5511538	12.58300653	100	cgi4121	0.446948299	58.92857143	33	0.104205501	No change	555951		
NC_133189.1	56488720	56489038	0.825340015	10.39133333	121	cgi6661	0.929456479	89.32291667	24	-0.104116464	No change	799734		
NC_133200.1	10599587	10599811	0.662742528	12.07291667	92	cgi10997	0.766793875	17.53125	28	-0.104051347	No change	553785		
NC_133178.1	15311220	15311433	0.828065681	13.77450981	102	cgi1280	0.724176728	114.5357143	28	0.103888953	No change	137490516;795293		
NC_133188.1	4147301	4147911	0.57798957	12.95277778	239	cgi5901	0.474538303	36.86835288	127	0.103451267	No change	100150992		
NC_133198.1	48588350	48588660	0.846015808	13.98611111	167	cgi10446	0.949222766	30.9125	58	-0.103206958	No change	100536357		
NC_133191.1	2761091	2761526	0.78387798	10.71633987	208	cgi7186	0.887049969	18.125	24	-0.103171989	No change	571825;436911		
